index,d__Bacteria,d__Archaea,Unassigned,d__Eukaryota,asv-id,Hojo,crop-id,year,pref,crop,date,lati,long,latlng1d,SoilTypeID,SoilTypeID2
2022-Hojo-049_S49,91817.0,4812.0,15.0,2.0,22-Hojo-049,Hojo,319_22_Miyg_Rice,22.0,Miyg,Rice,2022/10/22,38.60428,140.90095,7.65412,B1e4y1,B1e4y1
2022-Hojo-050_S50,15981.0,362.0,8.0,0.0,22-Hojo-050,Hojo,320_22_Miyg_Rice,22.0,Miyg,Rice,2022/10/22,38.60429,140.90015,7.65354,B1e4y1,B1e4y1
2022-Hojo-051_S51,84344.0,2423.0,22.0,0.0,22-Hojo-051,Hojo,321_22_Miyg_Rice,22.0,Miyg,Rice,2022/10/22,38.60306,140.89825,7.65131,F4c1t1,F4c1t1
2022-Hojo-052_S52,103682.0,3950.0,17.0,2.0,22-Hojo-052,Hojo,322_22_Niig_Rice,22.0,Niig,Rice,2022/10/5,36.99071,138.59004,4.85915,F2a2t2,NA
2022-Hojo-053_S53,3552.0,90.0,0.0,0.0,22-Hojo-053,Hojo,323_22_Niig_Rice,22.0,Niig,Rice,2022/10/5,36.97865,138.59787,4.85682,D5c1y1,D5c1y1
2022-Hojo-054_S54,88958.0,3546.0,16.0,0.0,22-Hojo-054,Hojo,324_22_Niig_Rice,22.0,Niig,Rice,2022/10/6,37.93444,139.16564,5.9202,F2a1t1,NA
2022-Hojo-055_S55,81279.0,2622.0,19.0,2.0,22-Hojo-055,Hojo,325_22_Niig_Rice,22.0,Niig,Rice,2022/10/6,37.93444,139.16564,5.9202,F2a1t1,NA
2022-Hojo-056_S56,121186.0,2584.0,30.0,5.0,22-Hojo-056,Hojo,326_22_Niig_Rice,22.0,Niig,Rice,2022/10/6,37.93444,139.16564,5.9202,F2a1t1,NA
2022-Hojo-057_S57,58495.0,6185.0,78.0,0.0,22-Hojo-057,Hojo,327_22_Niig_Pear,22.0,Niig,Pear,2022/9/6,37.935,139.177,5.92898,F2a1t1,F2a1t4
2022-Hojo-058_S58,102144.0,10037.0,25.0,11.0,22-Hojo-058,Hojo,328_22_Niig_Pear,22.0,Niig,Pear,2022/9/6,37.935,139.177,5.92898,F2a1t1,F2a1t4
2022-Hojo-059_S59,97440.0,11018.0,20.0,0.0,22-Hojo-059,Hojo,329_22_Niig_Pear,22.0,Niig,Pear,2022/9/11,37.4,138.58,5.12736,J2z1,NA
2022-Hojo-060_S60,105390.0,11458.0,225.0,9.0,22-Hojo-060,Hojo,330_22_Niig_Pear,22.0,Niig,Pear,2022/9/11,37.4,138.58,5.12736,J2z1,NA
2022-Hojo-061_S61,3469.0,58.0,7.0,0.0,22-Hojo-061,Hojo,331_22_Niig_jpea,22.0,Niig,jpea,2022/10/26,37.4,138.58,5.12736,J2z1,NA
2022-Hojo-062_S62,75830.0,3868.0,88.0,0.0,22-Hojo-062,Hojo,332_22_Niig_jpea,22.0,Niig,jpea,2022/10/26,37.4,138.58,5.12736,J2z1,NA
2022-Hojo-063_S63,47631.0,1588.0,8.0,0.0,22-Hojo-063,Hojo,333_22_Yama_Rice,22.0,Yama,Rice,2022/11/12,38.74597,139.8811,6.99562,F2a1t1,F2a1t1
2022-Hojo-064_S64,102954.0,4937.0,34.0,0.0,22-Hojo-064,Hojo,334_22_Yama_Rice,22.0,Yama,Rice,2022/11/12,38.7435,139.8829,6.99528,F2a1t1,F2a1t1
2022-Hojo-065_S65,82554.0,4953.0,20.0,0.0,22-Hojo-065,Hojo,335_22_Yama_Rice,22.0,Yama,Rice,2022/11/12,38.74495,139.88492,6.99775,F2a1t1,F2a1t1
2022-Hojo-066_S66,96351.0,4655.0,31.0,2.0,22-Hojo-066,Hojo,336_22_Yama_Rice,22.0,Yama,Rice,2022/11/13,38.74284,139.88709,6.99794,F2a2t1,F2a2t1
2022-Hojo-067_S67,84695.0,4100.0,25.0,0.0,22-Hojo-067,Hojo,337_22_Yama_Rice,22.0,Yama,Rice,2022/11/13,38.7427,139.88738,6.99806,F2a2t1,F2a2t1
2022-Hojo-068_S68,58097.0,2392.0,12.0,0.0,22-Hojo-068,Hojo,338_22_Yama_Rice,22.0,Yama,Rice,2022/11/13,38.74264,139.88772,6.99827,F2a2t1,F2a2t1
2022-Hojo-069_S69,86835.0,5007.0,23.0,0.0,22-Hojo-069,Hojo,339_22_Yama_Rice,22.0,Yama,Rice,2022/11/12,38.74443,139.88731,6.99917,F2a2t1,F2a2t1
2022-Hojo-070_S70,92365.0,4384.0,11.0,0.0,22-Hojo-070,Hojo,340_22_Yama_Rice,22.0,Yama,Rice,2022/11/12,38.74486,139.88728,6.99944,F2a2t1,F2a2t1
2022-Hojo-071_S71,63294.0,3089.0,24.0,0.0,22-Hojo-071,Hojo,341_22_Yama_Rice,22.0,Yama,Rice,2022/11/12,38.74389,139.89045,7.00113,F2a2t1,F2a2t1
2022-Hojo-072_S72,67890.0,2930.0,20.0,0.0,22-Hojo-072,Hojo,342_22_Yama_Rice,22.0,Yama,Rice,2022/11/12,38.73498,139.88493,6.99105,F2a2t1,F2a2t1
2022-Hojo-073_S73,109050.0,6432.0,49.0,8.0,22-Hojo-073,Hojo,343_22_Yama_Rice,22.0,Yama,Rice,2022/11/12,38.75241,139.92245,7.03052,F2a1t1,F2a1t1
2022-Hojo-074_S74,81035.0,4175.0,18.0,0.0,22-Hojo-074,Hojo,344_22_Yama_Rice,22.0,Yama,Rice,2022/11/12,38.71465,139.87929,6.97319,F3a7t2,F3a7t2
2022-Hojo-075_S75,108575.0,7073.0,28.0,3.0,22-Hojo-075,Hojo,345_22_Yama_Rice,22.0,Yama,Rice,2022/11/11,38.68227,139.85206,6.93125,F3z1p2,F3z1p2
2022-Hojo-076_S76,84266.0,5041.0,47.0,9.0,22-Hojo-076,Hojo,346_22_Yama_Rice,22.0,Yama,Rice,2022/11/12,38.75247,139.92317,7.03109,F2a1t1,F2a1t1
2022-Hojo-077_S77,115848.0,5617.0,25.0,2.0,22-Hojo-077,Hojo,347_22_Yama_Rice,22.0,Yama,Rice,2022/11/12,38.88282,139.94131,7.13229,D2z1y1,D2z1y1
2022-Hojo-078_S78,73402.0,7242.0,28.0,4.0,22-Hojo-078,Hojo,348_22_Sait_Pear,22.0,Sait,Pear,2022/9/22,36.24771,139.10625,4.7404,F5z1y1,F5z1y1
2022-Hojo-079_S79,91844.0,9498.0,66.0,0.0,22-Hojo-079,Hojo,349_22_Sait_Pear,22.0,Sait,Pear,2022/9/22,36.24134,139.10462,4.73491,F5z1y1,NA
2022-Hojo-080_S80,73645.0,11139.0,26.0,3.0,22-Hojo-080,Hojo,350_22_Sait_Pear,22.0,Sait,Pear,2022/9/22,36.24377,139.10651,4.73794,F3z1p2,F3z1p2
2022-Hojo-081_S81,71955.0,4296.0,44.0,0.0,22-Hojo-081,Hojo,351_22_Sait_Pear,22.0,Sait,Pear,2022/9/22,36.24347,139.10699,4.7381,F3z1p2,NA
2022-Hojo-082_S82,49328.0,2383.0,16.0,0.0,22-Hojo-082,Hojo,352_22_Sait_Pear,22.0,Sait,Pear,2022/9/22,36.24393,139.10677,4.73824,F3z1p2,F3z1p2
2022-Hojo-083_S83,76550.0,8180.0,24.0,3.0,22-Hojo-083,Hojo,353_22_Sait_Pear,22.0,Sait,Pear,2022/9/22,36.23925,139.10808,4.73606,F3z1p2,F3z1p2
2022-Hojo-084_S84,90068.0,10760.0,38.0,3.0,22-Hojo-084,Hojo,354_22_Sait_Pear,22.0,Sait,Pear,2022/9/22,36.23959,139.10812,4.73632,F3z1p2,F3z1p2
2022-Hojo-085_S85,2218.0,246.0,0.0,0.0,22-Hojo-085,Hojo,355_22_Sait_Pear,22.0,Sait,Pear,2022/9/22,36.23915,139.10371,4.73276,F3z1p2,F3z1p2
2022-Hojo-086_S86,94272.0,13648.0,33.0,8.0,22-Hojo-086,Hojo,356_22_Sait_Pear,22.0,Sait,Pear,2022/9/22,36.24075,139.10334,4.73357,F3z1p2,NA
2022-Hojo-087_S87,75577.0,9246.0,17.0,0.0,22-Hojo-087,Hojo,357_22_Sait_Pear,22.0,Sait,Pear,2022/9/22,36.23867,139.10534,4.73364,F3z1p2,NA
2022-Hojo-088_S88,68038.0,6933.0,36.0,2.0,22-Hojo-088,Hojo,358_22_Sait_Pear,22.0,Sait,Pear,2022/9/22,36.23869,139.10507,4.73346,F3z1p2,NA
2022-Hojo-089_S89,53584.0,4222.0,10.0,0.0,22-Hojo-089,Hojo,359_22_Sait_Pear,22.0,Sait,Pear,2022/9/22,36.23881,139.10463,4.73321,F3z1p2,NA
2022-Hojo-090_S90,39966.0,1311.0,11.0,0.0,22-Hojo-090,Hojo,360_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/24,34.87556,136.49489,1.88591,F2a1p2,F2a1p2
2022-Hojo-091_S91,81759.0,1835.0,46.0,0.0,22-Hojo-091,Hojo,361_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/24,34.87585,136.4946,1.88589,F2a1p2,F2a1p2
2022-Hojo-092_S92,87542.0,3218.0,13.0,4.0,22-Hojo-092,Hojo,362_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/24,34.87649,136.50251,1.89217,F3z1t2,F3z1t4
2022-Hojo-093_S93,6180.0,176.0,0.0,0.0,22-Hojo-093,Hojo,363_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/24,34.87701,136.50291,1.89281,F3z1t4,F3z1t4
2022-Hojo-094_S94,90573.0,2693.0,9.0,0.0,22-Hojo-094,Hojo,364_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/24,34.87666,136.50509,1.89419,F3z1t2,F3z1t2
2022-Hojo-095_S95,59496.0,1587.0,13.0,2.0,22-Hojo-095,Hojo,365_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/24,34.88127,136.50933,1.90043,F3z1t4,F3z1t4
2022-Hojo-096_S96,116793.0,2927.0,34.0,2.0,22-Hojo-096,Hojo,366_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/24,34.8808,136.50878,1.8997,F3z1t4,F3z1t4
2022-Hojo-097_S97,65248.0,1471.0,10.0,0.0,22-Hojo-097,Hojo,367_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/24,34.88546,136.51658,1.90861,D3h1v4,D3h1v4
2022-Hojo-098_S98,86165.0,2068.0,19.0,0.0,22-Hojo-098,Hojo,368_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/24,34.88456,136.5153,1.90706,D3h1v4,D3h1v4
2022-Hojo-099_S99,84252.0,1897.0,35.0,0.0,22-Hojo-099,Hojo,369_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/24,34.88426,136.51551,1.90701,F1j6p2,F1z1t1
2022-Hojo-100_S100,87264.0,1507.0,17.0,0.0,22-Hojo-100,Hojo,370_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/24,34.8873,136.51608,1.90948,D3h1v4,D3h1v4
2022-Hojo-101_S101,7964.0,102.0,0.0,0.0,22-Hojo-101,Hojo,371_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/24,34.8979,136.49063,1.8978,D5h1v3,NA
2022-Hojo-102_S102,55024.0,855.0,12.0,0.0,22-Hojo-102,Hojo,372_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/24,34.89806,136.48967,1.8972,D5h1v3,D5h1v3
2022-Hojo-103_S103,41296.0,508.0,0.0,0.0,22-Hojo-103,Hojo,373_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/24,34.91457,136.51298,1.92555,D3z1y1,D3z1y1
2022-Hojo-104_S104,85495.0,1752.0,18.0,2.0,22-Hojo-104,Hojo,374_22_Miee_Soyb,22.0,Miee,Soyb,2022/10/25,34.91284,136.51432,1.92538,F3z1t4,F3z1t4
