comboID,other_sampleID,treatment,treatment2,bedrock,soil_elevalleyation,rep,experiment,time,Latitude,Longitude,organic_matter,CO2.respiration,basal.respiration,induced.respiration,pH,potassium,nitrogen,yield.fresh.wt,yield.dry.wt,compaction,penetrability,sampling.date,description,biome,location,BioProject,SampleID,BioSample,SRA_Study,Experiment,SRA_Sample,MBases
PRJEB9654_ERR952713,VE2-3.2013,harvested,limed,siliceous,valley,3,PRJEB9654,2013,520543,4768398,3.88,2.02,1.52,22,5.33,95,0.36,2,4.194414,1940,15,2013-08-28,VE2-3.2013,grassland,Spain,PRJEB9654,ERR952713,SAMEA3474444,ERP010785,ERX1031683,ERS785720,110
PRJEB9654_ERR952714,VE2-3.2014,harvested,limed,siliceous,valley,3,PRJEB9654,2014,520543,4768398,4.02,2.02,1.44,11,5.31,77,0.3,3.78,11.3394,2121,15,2014-07-24,VE2-3.2014,grassland,Spain,PRJEB9654,ERR952714,SAMEA3474237,ERP010785,ERX1031684,ERS785513,107
PRJEB9654_ERR952715,VE2-3.2014,harvested,limed,siliceous,valley,3,PRJEB9654,2014,520543,4768398,4.02,2.02,1.44,11,5.31,77,0.3,3.78,11.3394,2121,15,2014-07-24,VE2-3.2014,grassland,Spain,PRJEB9654,ERR952715,SAMEA3474445,ERP010785,ERX1031685,ERS785721,81
PRJEB9654_ERR952716,VE2-4.2013,harvested,limed,siliceous,valley,4,PRJEB9654,2013,520555,4768388,3.59,1.04,0.99,14,5.24,100,0.34,2.95,8.0973,2369,13,2013-08-28,VE2-4.2013,grassland,Spain,PRJEB9654,ERR952716,SAMEA3474238,ERP010785,ERX1031686,ERS785514,101
PRJEB9654_ERR952717,VE2-4.2013,harvested,limed,siliceous,valley,4,PRJEB9654,2013,520555,4768388,3.59,1.04,0.99,14,5.24,100,0.34,2.95,8.0973,2369,13,2013-08-28,VE2-4.2013,grassland,Spain,PRJEB9654,ERR952717,SAMEA3474446,ERP010785,ERX1031687,ERS785722,104
PRJEB9654_ERR952718,VE2-4.2014,harvested,limed,siliceous,valley,4,PRJEB9654,2014,520555,4768388,3.87,1.04,1.91,13,5.43,75,0.31,4.04,12.1176,3066,15,2014-07-24,VE2-4.2014,grassland,Spain,PRJEB9654,ERR952718,SAMEA3474239,ERP010785,ERX1031688,ERS785515,81
PRJEB9654_ERR952719,VE2-4.2014,harvested,limed,siliceous,valley,4,PRJEB9654,2014,520555,4768388,3.87,1.04,1.91,13,5.43,75,0.31,4.04,12.1176,3066,15,2014-07-24,VE2-4.2014,grassland,Spain,PRJEB9654,ERR952719,SAMEA3474447,ERP010785,ERX1031689,ERS785723,27
PRJEB9654_ERR952720,VE3-1.2013,partial-grazed,limed,siliceous,valley,1,PRJEB9654,2013,521863,4772252,7.04,3.91,1.2,30,5.71,145,0.52,1.66,4.111719,2164,9,2013-09-23,VE3-1.2013,grassland,Spain,PRJEB9654,ERR952720,SAMEA3474264,ERP010785,ERX1031690,ERS785540,59
PRJEB9654_ERR952721,VE3-1.2013,partial-grazed,limed,siliceous,valley,1,PRJEB9654,2013,521863,4772252,7.04,3.91,1.2,30,5.71,145,0.52,1.66,4.111719,2164,9,2013-09-23,VE3-1.2013,grassland,Spain,PRJEB9654,ERR952721,SAMEA3474472,ERP010785,ERX1031691,ERS785748,88
PRJEB9654_ERR952722,VE3-1.2014,partial-grazed,limed,siliceous,valley,1,PRJEB9654,2014,521863,4772252,5.11,3.91,2.17,15,6.17,107,0.38,5.55,16.701274,2714,5,2014-07-23,VE3-1.2014,grassland,Spain,PRJEB9654,ERR952722,SAMEA3474265,ERP010785,ERX1031692,ERS785541,50
PRJEB9654_ERR952723,VE3-1.2014,partial-grazed,limed,siliceous,valley,1,PRJEB9654,2014,521863,4772252,5.11,3.91,2.17,15,6.17,107,0.38,5.55,16.701274,2714,5,2014-07-23,VE3-1.2014,grassland,Spain,PRJEB9654,ERR952723,SAMEA3474473,ERP010785,ERX1031693,ERS785749,78
PRJEB9654_ERR952724,VE3-2.2013,partial-grazed,limed,siliceous,valley,2,PRJEB9654,2013,521867,4772276,6.88,4.17,1.14,35,5.85,100,0.5,1.52,4.128032,2261,8,2013-09-23,VE3-2.2013,grassland,Spain,PRJEB9654,ERR952724,SAMEA3474266,ERP010785,ERX1031694,ERS785542,85
PRJEB9654_ERR952725,VE3-2.2013,partial-grazed,limed,siliceous,valley,2,PRJEB9654,2013,521867,4772276,6.88,4.17,1.14,35,5.85,100,0.5,1.52,4.128032,2261,8,2013-09-23,VE3-2.2013,grassland,Spain,PRJEB9654,ERR952725,SAMEA3474474,ERP010785,ERX1031695,ERS785750,101
PRJEB9654_ERR952726,VE3-2.2014,partial-grazed,limed,siliceous,valley,2,PRJEB9654,2014,521867,4772276,5.34,4.17,2.25,21,6.54,85,0.4,4.75,13.134659,2676,5,2014-07-23,VE3-2.2014,grassland,Spain,PRJEB9654,ERR952726,SAMEA3474267,ERP010785,ERX1031696,ERS785543,47
PRJEB9654_ERR952727,VE3-2.2014,partial-grazed,limed,siliceous,valley,2,PRJEB9654,2014,521867,4772276,5.34,4.17,2.25,21,6.54,85,0.4,4.75,13.134659,2676,5,2014-07-23,VE3-2.2014,grassland,Spain,PRJEB9654,ERR952727,SAMEA3474475,ERP010785,ERX1031697,ERS785751,44
PRJEB9654_ERR952728,VE3-3.2013,partial-grazed,limed,siliceous,valley,3,PRJEB9654,2013,521847,4772288,5.58,4.42,1.45,36,6.48,123,0.46,2.01,5.539054,1786,8,2013-09-23,VE3-3.2013,grassland,Spain,PRJEB9654,ERR952728,SAMEA3474268,ERP010785,ERX1031698,ERS785544,83
PRJEB9654_ERR952729,VE3-3.2013,partial-grazed,limed,siliceous,valley,3,PRJEB9654,2013,521847,4772288,5.58,4.42,1.45,36,6.48,123,0.46,2.01,5.539054,1786,8,2013-09-23,VE3-3.2013,grassland,Spain,PRJEB9654,ERR952729,SAMEA3474476,ERP010785,ERX1031699,ERS785752,90
PRJEB9654_ERR952730,VE3-3.2014,partial-grazed,limed,siliceous,valley,3,PRJEB9654,2014,521847,4772288,4.01,4.42,2.8,24,6.84,141,0.36,4.9,13.671206,2163,5,2014-07-23,VE3-3.2014,grassland,Spain,PRJEB9654,ERR952730,SAMEA3474269,ERP010785,ERX1031700,ERS785545,46
PRJEB9654_ERR952731,VE3-3.2014,partial-grazed,limed,siliceous,valley,3,PRJEB9654,2014,521847,4772288,4.01,4.42,2.8,24,6.84,141,0.36,4.9,13.671206,2163,5,2014-07-23,VE3-3.2014,grassland,Spain,PRJEB9654,ERR952731,SAMEA3474477,ERP010785,ERX1031701,ERS785753,64
PRJEB9654_ERR952732,VE3-4.2013,partial-grazed,limed,siliceous,valley,4,PRJEB9654,2013,521837,4772268,6.85,4.33,1.47,43,5.77,106,0.54,1.97,7.13416,2843,8,2013-09-23,VE3-4.2013,grassland,Spain,PRJEB9654,ERR952732,SAMEA3474270,ERP010785,ERX1031702,ERS785546,87
PRJEB9654_ERR952733,VE3-4.2013,partial-grazed,limed,siliceous,valley,4,PRJEB9654,2013,521837,4772268,6.85,4.33,1.47,43,5.77,106,0.54,1.97,7.13416,2843,8,2013-09-23,VE3-4.2013,grassland,Spain,PRJEB9654,ERR952733,SAMEA3474478,ERP010785,ERX1031703,ERS785754,112
PRJEB9654_ERR952734,VE3-4.2014,partial-grazed,limed,siliceous,valley,4,PRJEB9654,2014,521837,4772268,4.8,4.33,2.3,20,5.93,98,0.41,6.48,18.159143,2347,10,2014-07-23,VE3-4.2014,grassland,Spain,PRJEB9654,ERR952734,SAMEA3474271,ERP010785,ERX1031704,ERS785547,65
PRJEB9654_ERR952735,VE3-4.2014,partial-grazed,limed,siliceous,valley,4,PRJEB9654,2014,521837,4772268,4.8,4.33,2.3,20,5.93,98,0.41,6.48,18.159143,2347,10,2014-07-23,VE3-4.2014,grassland,Spain,PRJEB9654,ERR952735,SAMEA3474479,ERP010785,ERX1031705,ERS785755,38
PRJEB9654_ERR952736,VI1-1.2013,full-grazed,inorganic fertilizer,calcareous,valley,1,PRJEB9654,2013,512443,4770526,4.56,1.72,1.28,18,5.76,239,0.39,7.1,12.457567,1608,25,2013-07-17,VI1-1.2013,grassland,Spain,PRJEB9654,ERR952736,SAMEA3474206,ERP010785,ERX1031706,ERS785482,102
PRJEB9654_ERR952737,VI1-1.2013,full-grazed,inorganic fertilizer,calcareous,valley,1,PRJEB9654,2013,512443,4770526,4.56,1.72,1.28,18,5.76,239,0.39,7.1,12.457567,1608,25,2013-07-17,VI1-1.2013,grassland,Spain,PRJEB9654,ERR952737,SAMEA3474415,ERP010785,ERX1031707,ERS785691,78
PRJEB9654_ERR952738,VI1-1.2014,full-grazed,inorganic fertilizer,calcareous,valley,1,PRJEB9654,2014,512443,4770526,4.75,1.72,1.77,16,5.79,297,0.39,6.39,16.773136,1321,30,2014-06-05,VI1-1.2014,grassland,Spain,PRJEB9654,ERR952738,SAMEA3474207,ERP010785,ERX1031708,ERS785483,82
PRJEB9654_ERR952739,VI1-1.2014,full-grazed,inorganic fertilizer,calcareous,valley,1,PRJEB9654,2014,512443,4770526,4.75,1.72,1.77,16,5.79,297,0.39,6.39,16.773136,1321,30,2014-06-05,VI1-1.2014,grassland,Spain,PRJEB9654,ERR952739,SAMEA3474416,ERP010785,ERX1031709,ERS785692,105
PRJEB9654_ERR952740,VI1-2.2013,full-grazed,inorganic fertilizer,calcareous,valley,2,PRJEB9654,2013,512454,4770519,5.91,2.02,1.44,22,5.88,209,0.41,6.91,12.920857,1201,25,2013-07-17,VI1-2.2013,grassland,Spain,PRJEB9654,ERR952740,SAMEA3474208,ERP010785,ERX1031710,ERS785484,70
PRJEB9654_ERR952741,VI1-2.2013,full-grazed,inorganic fertilizer,calcareous,valley,2,PRJEB9654,2013,512454,4770519,5.91,2.02,1.44,22,5.88,209,0.41,6.91,12.920857,1201,25,2013-07-17,VI1-2.2013,grassland,Spain,PRJEB9654,ERR952741,SAMEA3474417,ERP010785,ERX1031711,ERS785693,53
PRJEB9654_ERR952742,VI1-2.2014,full-grazed,inorganic fertilizer,calcareous,valley,2,PRJEB9654,2014,512454,4770519,4.33,2.02,1.27,17,5.71,207,0.35,5.53,17.041005,1653,30,2014-06-05,VI1-2.2014,grassland,Spain,PRJEB9654,ERR952742,SAMEA3474209,ERP010785,ERX1031712,ERS785485,41
PRJEB9654_ERR952743,VI1-2.2014,full-grazed,inorganic fertilizer,calcareous,valley,2,PRJEB9654,2014,512454,4770519,4.33,2.02,1.27,17,5.71,207,0.35,5.53,17.041005,1653,30,2014-06-05,VI1-2.2014,grassland,Spain,PRJEB9654,ERR952743,SAMEA3474418,ERP010785,ERX1031713,ERS785694,79
PRJEB9654_ERR952744,VI1-3.2013,full-grazed,inorganic fertilizer,calcareous,valley,3,PRJEB9654,2013,512468,4770481,6.03,2.09,2.11,23,5.84,315,0.42,4.12,8.490223,4789,25,2013-07-17,VI1-3.2013,grassland,Spain,PRJEB9654,ERR952744,SAMEA3474210,ERP010785,ERX1031714,ERS785486,80
PRJEB9654_ERR952745,VI1-3.2013,full-grazed,inorganic fertilizer,calcareous,valley,3,PRJEB9654,2013,512468,4770481,6.03,2.09,2.11,23,5.84,315,0.42,4.12,8.490223,4789,25,2013-07-17,VI1-3.2013,grassland,Spain,PRJEB9654,ERR952745,SAMEA3474419,ERP010785,ERX1031715,ERS785695,57
PRJEB9654_ERR952746,VI1-3.2014,full-grazed,inorganic fertilizer,calcareous,valley,3,PRJEB9654,2014,512468,4770481,4.14,2.09,1.64,17,5.96,373,0.34,5.21,16.62357,1590,30,2014-06-05,VI1-3.2014,grassland,Spain,PRJEB9654,ERR952746,SAMEA3474211,ERP010785,ERX1031716,ERS785487,54
PRJEB9654_ERR952747,VI1-3.2014,full-grazed,inorganic fertilizer,calcareous,valley,3,PRJEB9654,2014,512468,4770481,4.14,2.09,1.64,17,5.96,373,0.34,5.21,16.62357,1590,30,2014-06-05,VI1-3.2014,grassland,Spain,PRJEB9654,ERR952747,SAMEA3474420,ERP010785,ERX1031717,ERS785696,72
PRJEB9654_ERR952748,VI1-4.2013,full-grazed,inorganic fertilizer,calcareous,valley,4,PRJEB9654,2013,512485,4770481,5.25,2.03,2,21,5.9,368,0.38,5.44,9.387857,1206,25,2013-07-17,VI1-4.2013,grassland,Spain,PRJEB9654,ERR952748,SAMEA3474212,ERP010785,ERX1031718,ERS785488,98
PRJEB9654_ERR952749,VI1-4.2013,full-grazed,inorganic fertilizer,calcareous,valley,4,PRJEB9654,2013,512485,4770481,5.25,2.03,2,21,5.9,368,0.38,5.44,9.387857,1206,25,2013-07-17,VI1-4.2013,grassland,Spain,PRJEB9654,ERR952749,SAMEA3474421,ERP010785,ERX1031719,ERS785697,50
PRJEB9654_ERR952750,VI1-4.2014,full-grazed,inorganic fertilizer,calcareous,valley,4,PRJEB9654,2014,512485,4770481,3.91,2.03,1.21,16,5.89,250,0.36,6.07,17.830751,1360,30,2014-06-05,VI1-4.2014,grassland,Spain,PRJEB9654,ERR952750,SAMEA3474213,ERP010785,ERX1031720,ERS785489,63
PRJEB9654_ERR952751,VI1-4.2014,full-grazed,inorganic fertilizer,calcareous,valley,4,PRJEB9654,2014,512485,4770481,3.91,2.03,1.21,16,5.89,250,0.36,6.07,17.830751,1360,30,2014-06-05,VI1-4.2014,grassland,Spain,PRJEB9654,ERR952751,SAMEA3474422,ERP010785,ERX1031721,ERS785698,97
PRJEB9654_ERR952752,VI2-1.2013,harvested,inorganic fertilizer,siliceous,valley,1,PRJEB9654,2013,518957,4771245,6.17,3.18,0.99,24,5.04,236,0.44,9.29,13.24405,2594,9,2013-07-10,VI2-1.2013,grassland,Spain,PRJEB9654,ERR952752,SAMEA3474240,ERP010785,ERX1031722,ERS785516,77
PRJEB9654_ERR952753,VI2-1.2013,harvested,inorganic fertilizer,siliceous,valley,1,PRJEB9654,2013,518957,4771245,6.17,3.18,0.99,24,5.04,236,0.44,9.29,13.24405,2594,9,2013-07-10,VI2-1.2013,grassland,Spain,PRJEB9654,ERR952753,SAMEA3474448,ERP010785,ERX1031723,ERS785724,88
PRJEB9654_ERR952754,VI2-1.2014,harvested,inorganic fertilizer,siliceous,valley,1,PRJEB9654,2014,518957,4771245,2.64,3.18,2.47,11,5.19,347,0.34,8.85,13.687351,1937,15,2014-05-27,VI2-1.2014,grassland,Spain,PRJEB9654,ERR952754,SAMEA3474241,ERP010785,ERX1031724,ERS785517,76
PRJEB9654_ERR952755,VI2-1.2014,harvested,inorganic fertilizer,siliceous,valley,1,PRJEB9654,2014,518957,4771245,2.64,3.18,2.47,11,5.19,347,0.34,8.85,13.687351,1937,15,2014-05-27,VI2-1.2014,grassland,Spain,PRJEB9654,ERR952755,SAMEA3474449,ERP010785,ERX1031725,ERS785725,73
PRJEB9654_ERR952756,VI2-2.2013,harvested,inorganic fertilizer,siliceous,valley,2,PRJEB9654,2013,518947,4771279,6.14,4.25,0.91,34,5.24,214,0.48,8.59,10.292364,2128,8,2013-07-10,VI2-2.2013,grassland,Spain,PRJEB9654,ERR952756,SAMEA3474242,ERP010785,ERX1031726,ERS785518,86
PRJEB9654_ERR952757,VI2-2.2013,harvested,inorganic fertilizer,siliceous,valley,2,PRJEB9654,2013,518947,4771279,6.14,4.25,0.91,34,5.24,214,0.48,8.59,10.292364,2128,8,2013-07-10,VI2-2.2013,grassland,Spain,PRJEB9654,ERR952757,SAMEA3474450,ERP010785,ERX1031727,ERS785726,100
PRJEB9654_ERR952758,VI2-2.2014,harvested,inorganic fertilizer,siliceous,valley,2,PRJEB9654,2014,518947,4771279,4.86,4.25,2.32,19,5.34,199,0.42,8.51,14.157463,1689,15,2014-05-27,VI2-2.2014,grassland,Spain,PRJEB9654,ERR952758,SAMEA3474243,ERP010785,ERX1031728,ERS785519,78
PRJEB9654_ERR952759,VI2-2.2014,harvested,inorganic fertilizer,siliceous,valley,2,PRJEB9654,2014,518947,4771279,4.86,4.25,2.32,19,5.34,199,0.42,8.51,14.157463,1689,15,2014-05-27,VI2-2.2014,grassland,Spain,PRJEB9654,ERR952759,SAMEA3474451,ERP010785,ERX1031729,ERS785727,95
PRJEB9654_ERR952760,VI2-3.2013,harvested,inorganic fertilizer,calcareous,valley,3,PRJEB9654,2013,509178,4772959,7.21,1.73,1.27,35,6.48,316,0.53,7.5,11.235518,1936,30,2013-07-18,VI2-3.2013,grassland,Spain,PRJEB9654,ERR952760,SAMEA3474244,ERP010785,ERX1031730,ERS785520,80
PRJEB9654_ERR952761,VI2-3.2013,harvested,inorganic fertilizer,calcareous,valley,3,PRJEB9654,2013,509178,4772959,7.21,1.73,1.27,35,6.48,316,0.53,7.5,11.235518,1936,30,2013-07-18,VI2-3.2013,grassland,Spain,PRJEB9654,ERR952761,SAMEA3474452,ERP010785,ERX1031731,ERS785728,95
PRJEB9654_ERR952762,VI2-3.2014,harvested,inorganic fertilizer,calcareous,valley,3,PRJEB9654,2014,509178,4772959,6.32,1.73,0.53,33,6.99,168,0.48,6.61,11.805505,1976,5,2014-06-18,VI2-3.2014,grassland,Spain,PRJEB9654,ERR952762,SAMEA3474245,ERP010785,ERX1031732,ERS785521,43
PRJEB9654_ERR952763,VI2-3.2014,harvested,inorganic fertilizer,calcareous,valley,3,PRJEB9654,2014,509178,4772959,6.32,1.73,0.53,33,6.99,168,0.48,6.61,11.805505,1976,5,2014-06-18,VI2-3.2014,grassland,Spain,PRJEB9654,ERR952763,SAMEA3474453,ERP010785,ERX1031733,ERS785729,113
PRJEB9654_ERR952764,VI2-4.2013,harvested,inorganic fertilizer,calcareous,valley,4,PRJEB9654,2013,509155,4772955,7.34,2.98,0.83,42,7.43,175,0.52,6.93,10.043453,1355,30,2013-07-18,VI2-4.2013,grassland,Spain,PRJEB9654,ERR952764,SAMEA3474246,ERP010785,ERX1031734,ERS785522,100
PRJEB9654_ERR952765,VI2-4.2013,harvested,inorganic fertilizer,calcareous,valley,4,PRJEB9654,2013,509155,4772955,7.34,2.98,0.83,42,7.43,175,0.52,6.93,10.043453,1355,30,2013-07-18,VI2-4.2013,grassland,Spain,PRJEB9654,ERR952765,SAMEA3474454,ERP010785,ERX1031735,ERS785730,111
PRJEB9654_ERR952766,VI2-4.2014,harvested,inorganic fertilizer,calcareous,valley,4,PRJEB9654,2014,509155,4772955,4.39,2.98,0.51,22,6.73,222,0.37,3.37,6.846812,1861,5,2014-06-18,VI2-4.2014,grassland,Spain,PRJEB9654,ERR952766,SAMEA3474247,ERP010785,ERX1031736,ERS785523,57
PRJEB9654_ERR952767,VI2-4.2014,harvested,inorganic fertilizer,calcareous,valley,4,PRJEB9654,2014,509155,4772955,4.39,2.98,0.51,22,6.73,222,0.37,3.37,6.846812,1861,5,2014-06-18,VI2-4.2014,grassland,Spain,PRJEB9654,ERR952767,SAMEA3474455,ERP010785,ERX1031737,ERS785731,99
PRJEB9654_ERR952768,VI3-1.2013,partial-grazed,inorganic fertilizer,siliceous,valley,1,PRJEB9654,2013,519436,4770796,7.64,3.36,1.72,33,5.3,153,0.55,6.24,8.190297,1626,9,2013-07-10,VI3-1.2013,grassland,Spain,PRJEB9654,ERR952768,SAMEA3474272,ERP010785,ERX1031738,ERS785548,84
PRJEB9654_ERR952769,VI3-1.2013,partial-grazed,inorganic fertilizer,siliceous,valley,1,PRJEB9654,2013,519436,4770796,7.64,3.36,1.72,33,5.3,153,0.55,6.24,8.190297,1626,9,2013-07-10,VI3-1.2013,grassland,Spain,PRJEB9654,ERR952769,SAMEA3474480,ERP010785,ERX1031739,ERS785756,62
PRJEB9654_ERR952770,VI3-1.2014,partial-grazed,inorganic fertilizer,siliceous,valley,1,PRJEB9654,2014,519436,4770796,5.85,3.36,1.64,34,5.31,149,0.44,7.24,20.57858,1279,10,2014-06-12,VI3-1.2014,grassland,Spain,PRJEB9654,ERR952770,SAMEA3474273,ERP010785,ERX1031740,ERS785549,17
PRJEB9654_ERR952771,VI3-1.2014,partial-grazed,inorganic fertilizer,siliceous,valley,1,PRJEB9654,2014,519436,4770796,5.85,3.36,1.64,34,5.31,149,0.44,7.24,20.57858,1279,10,2014-06-12,VI3-1.2014,grassland,Spain,PRJEB9654,ERR952771,SAMEA3474481,ERP010785,ERX1031741,ERS785757,57
PRJEB9654_ERR952772,VI3-2.2013,partial-grazed,inorganic fertilizer,calcareous,valley,2,PRJEB9654,2013,511497,4771497,5.21,2.44,2.44,27,6.21,141,0.38,2.81,10.990724,1409,30,2013-07-01,VI3-2.2013,grassland,Spain,PRJEB9654,ERR952772,SAMEA3474274,ERP010785,ERX1031742,ERS785550,92
PRJEB9654_ERR952773,VI3-2.2013,partial-grazed,inorganic fertilizer,calcareous,valley,2,PRJEB9654,2013,511497,4771497,5.21,2.44,2.44,27,6.21,141,0.38,2.81,10.990724,1409,30,2013-07-01,VI3-2.2013,grassland,Spain,PRJEB9654,ERR952773,SAMEA3474482,ERP010785,ERX1031743,ERS785758,82
PRJEB9654_ERR952774,VI3-2.2014,partial-grazed,inorganic fertilizer,calcareous,valley,2,PRJEB9654,2014,511497,4771497,5.08,2.44,1.57,23,6.31,147,0.38,2.97,9.606303,2013,15,2014-06-06,VI3-2.2014,grassland,Spain,PRJEB9654,ERR952774,SAMEA3474275,ERP010785,ERX1031744,ERS785551,88
PRJEB9654_ERR952775,VI3-2.2014,partial-grazed,inorganic fertilizer,calcareous,valley,2,PRJEB9654,2014,511497,4771497,5.08,2.44,1.57,23,6.31,147,0.38,2.97,9.606303,2013,15,2014-06-06,VI3-2.2014,grassland,Spain,PRJEB9654,ERR952775,SAMEA3474483,ERP010785,ERX1031745,ERS785759,78
PRJEB9654_ERR952776,VI3-3.2013,partial-grazed,inorganic fertilizer,calcareous,valley,3,PRJEB9654,2013,511523,4771503,6.1,2.28,2.45,34,6.92,202,0.48,2.54,8.827676,1324,30,2013-07-01,VI3-3.2013,grassland,Spain,PRJEB9654,ERR952776,SAMEA3474276,ERP010785,ERX1031746,ERS785552,86
PRJEB9654_ERR952777,VI3-3.2013,partial-grazed,inorganic fertilizer,calcareous,valley,3,PRJEB9654,2013,511523,4771503,6.1,2.28,2.45,34,6.92,202,0.48,2.54,8.827676,1324,30,2013-07-01,VI3-3.2013,grassland,Spain,PRJEB9654,ERR952777,SAMEA3474484,ERP010785,ERX1031747,ERS785760,82
PRJEB9654_ERR952778,VI3-3.2014,partial-grazed,inorganic fertilizer,calcareous,valley,3,PRJEB9654,2014,511523,4771503,6.18,2.28,1.28,31,6.96,181,0.44,2.81,10.103215,2212,15,2014-06-06,VI3-3.2014,grassland,Spain,PRJEB9654,ERR952778,SAMEA3474277,ERP010785,ERX1031748,ERS785553,78
PRJEB9654_ERR952779,VI3-3.2014,partial-grazed,inorganic fertilizer,calcareous,valley,3,PRJEB9654,2014,511523,4771503,6.18,2.28,1.28,31,6.96,181,0.44,2.81,10.103215,2212,15,2014-06-06,VI3-3.2014,grassland,Spain,PRJEB9654,ERR952779,SAMEA3474485,ERP010785,ERX1031749,ERS785761,105
PRJEB9654_ERR952780,VI3-4.2013,partial-grazed,inorganic fertilizer,siliceous,valley,4,PRJEB9654,2013,521919,4771729,4.69,2.84,1.19,23,5.62,184,0.41,4.68,9.633888,1414,18,2013-09-23,VI3-4.2013,grassland,Spain,PRJEB9654,ERR952780,SAMEA3474278,ERP010785,ERX1031750,ERS785554,87
PRJEB9654_ERR952781,VI3-4.2013,partial-grazed,inorganic fertilizer,siliceous,valley,4,PRJEB9654,2013,521919,4771729,4.69,2.84,1.19,23,5.62,184,0.41,4.68,9.633888,1414,18,2013-09-23,VI3-4.2013,grassland,Spain,PRJEB9654,ERR952781,SAMEA3474486,ERP010785,ERX1031751,ERS785762,96
PRJEB9654_ERR952782,VI3-4.2014,partial-grazed,inorganic fertilizer,siliceous,valley,4,PRJEB9654,2014,521919,4771729,3.92,2.84,1.17,15,5.49,200,0.37,6.43,17.999228,1362,5,2014-06-12,VI3-4.2014,grassland,Spain,PRJEB9654,ERR952782,SAMEA3474279,ERP010785,ERX1031752,ERS785555,106
PRJEB9654_ERR952783,VI3-4.2014,partial-grazed,inorganic fertilizer,siliceous,valley,4,PRJEB9654,2014,521919,4771729,3.92,2.84,1.17,15,5.49,200,0.37,6.43,17.999228,1362,5,2014-06-12,VI3-4.2014,grassland,Spain,PRJEB9654,ERR952783,SAMEA3474487,ERP010785,ERX1031753,ERS785763,110
PRJEB9654_ERR952784,VNE1-1.2013,full-grazed,no liming,siliceous,valley,1,PRJEB9654,2013,521107,4768668,7.85,2.54,1.63,34,6.01,349,0.52,3.74,10.527391,1412,16,2013-07-02,VNE1-1.2013,grassland,Spain,PRJEB9654,ERR952784,SAMEA3474214,ERP010785,ERX1031754,ERS785490,82
PRJEB9654_ERR952785,VNE1-1.2013,full-grazed,no liming,siliceous,valley,1,PRJEB9654,2013,521107,4768668,7.85,2.54,1.63,34,6.01,349,0.52,3.74,10.527391,1412,16,2013-07-02,VNE1-1.2013,grassland,Spain,PRJEB9654,ERR952785,SAMEA3474423,ERP010785,ERX1031755,ERS785699,119
PRJEB9654_ERR952786,VNE1-1.2014,full-grazed,no liming,siliceous,valley,1,PRJEB9654,2014,521107,4768668,6.5,2.54,1.99,22,6.3,455,0.44,4.93,15.543212,1412,15,2014-06-24,VNE1-1.2014,grassland,Spain,PRJEB9654,ERR952786,SAMEA3474215,ERP010785,ERX1031756,ERS785491,67
PRJEB9654_ERR952787,VNE1-1.2014,full-grazed,no liming,siliceous,valley,1,PRJEB9654,2014,521107,4768668,6.5,2.54,1.99,22,6.3,455,0.44,4.93,15.543212,1412,15,2014-06-24,VNE1-1.2014,grassland,Spain,PRJEB9654,ERR952787,SAMEA3474424,ERP010785,ERX1031757,ERS785700,81
PRJEB9654_ERR952788,VNE1-2.2013,full-grazed,no liming,siliceous,valley,2,PRJEB9654,2013,521103,4768691,6.19,2.11,1.6,26,5.87,606,0.47,3.91,10.393541,1547,20,2013-07-02,VNE1-2.2013,grassland,Spain,PRJEB9654,ERR952788,SAMEA3474216,ERP010785,ERX1031758,ERS785492,80
PRJEB9654_ERR952789,VNE1-2.2013,full-grazed,no liming,siliceous,valley,2,PRJEB9654,2013,521103,4768691,6.19,2.11,1.6,26,5.87,606,0.47,3.91,10.393541,1547,20,2013-07-02,VNE1-2.2013,grassland,Spain,PRJEB9654,ERR952789,SAMEA3474425,ERP010785,ERX1031759,ERS785701,104
PRJEB9654_ERR952790,VNE1-2a.2014,full-grazed,no liming,siliceous,valley,2,PRJEB9654,2014,521103,4768691,5.62,1.34,1.19,22,6.42,549,0.42,5.16,15.796761,1547,25,2014-06-24,VNE1-2a.2014,grassland,Spain,PRJEB9654,ERR952790,SAMEA3474217,ERP010785,ERX1031760,ERS785493,67
PRJEB9654_ERR952791,VNE1-2b.2014,full-grazed,no liming,siliceous,valley,2,PRJEB9654,2014,521103,4768691,5.62,1.34,1.19,22,6.42,549,0.42,5.16,15.796761,1547,25,2014-06-24,VNE1-2b.2014,grassland,Spain,PRJEB9654,ERR952791,SAMEA3474218,ERP010785,ERX1031761,ERS785494,94
PRJEB9654_ERR952792,VNE1-3.2013,full-grazed,no liming,siliceous,valley,3,PRJEB9654,2013,521082,4768713,6.39,2.04,1.48,29,6.15,325,0.47,3.6,8.430628,1577,18,2013-07-02,VNE1-3.2013,grassland,Spain,PRJEB9654,ERR952792,SAMEA3474219,ERP010785,ERX1031762,ERS785495,114
PRJEB9654_ERR952793,VNE1-3.2013,full-grazed,no liming,siliceous,valley,3,PRJEB9654,2013,521082,4768713,6.39,2.04,1.48,29,6.15,325,0.47,3.6,8.430628,1577,18,2013-07-02,VNE1-3.2013,grassland,Spain,PRJEB9654,ERR952793,SAMEA3474428,ERP010785,ERX1031763,ERS785704,106
