crop-id,pH,NO3.N,density_score
139_21_Akit_Soyb,5.4,1.5,0.08979326766116785
140_21_Akit_Soyb,5.7,1.3,0.1393558782932386
141_21_Miyz_Spin,6.7,4.1,0.05054062154249034
142_21_Miyz_Spin,7.2,7.4,0.004495443414032869
143_21_Miyz_Spin,7.6,3.4,0.016738728929466075
144_21_Miyz_Spin,7.2,5.4,0.008999131835679719
145_21_Miyz_Spin,7.0,2.2,0.07664145295286787
146_21_Miyz_Spin,7.1,2.9,0.05348142153566026
147_21_Miyz_Spin,6.7,2.1,0.10680955193912683
148_21_Miyz_Spin,6.8,3.8,0.053503409132867094
149_21_Miyz_Spin,7.1,4.0,0.03144759300659983
150_21_Miyz_Spin,6.6,6.4,0.015947510174060372
151_21_Miyz_Spin,7.0,3.4,0.05036334972524368
152_21_Miyz_Spin,7.0,4.3,0.03068719320769038
153_21_Miyz_Spin,7.0,3.2,0.05486363745112482
154_21_Miyz_Spin,7.1,2.1,0.06903393378389391
155_21_Miyz_Spin,6.9,2.9,0.06985153137598873
156_21_Miyz_Spin,6.6,0.0,0.09133465776149596
157_21_Miyz_Spin,6.6,2.0,0.11581181910979405
158_21_Miyz_Spin,7.5,3.7,0.017590245094291933
159_21_Miyz_Spin,7.6,2.9,0.021646378619856705
160_21_Miyz_Spin,7.4,3.3,0.02714890102655387
161_21_Miyz_Spin,6.2,10.8,0.003135721456972668
162_21_Miyz_Spin,7.5,1.9,0.03815836754093093
163_21_Miyz_Spin,7.4,1.6,0.04847447701785234
164_21_Miyz_Spin,7.5,1.7,0.03954046247892357
165_21_Miyz_Spin,7.6,1.4,0.03237881286325405
166_21_Miyz_Spin,7.3,2.0,0.053000899934432806
167_21_Miyz_Spin,7.7,0.9,0.023207840819547635
168_21_Miyz_Spin,7.6,1.2,0.0321034955939634
169_21_Miyz_Spin,7.5,1.7,0.03954046247892357
170_21_Miyz_Spin,7.3,1.4,0.05871452482552693
171_21_Miyz_Spin,6.9,3.2,0.06246011974128125
172_21_Miyz_Spin,7.2,2.7,0.04957929704088938
173_21_Miyz_Spin,5.8,3.9,0.03260185664184136
174_21_Miyz_Spin,6.2,1.3,0.1391426122793489
175_21_Miyz_Spin,7.2,2.0,0.06158855659267451
176_21_Miyz_Spin,6.8,2.2,0.09592083495319638
177_21_Miyz_Spin,6.8,1.5,0.10958252596256142
178_21_Miyz_Spin,6.8,3.0,0.07517193018737753
179_21_Miyz_Spin,6.7,3.7,0.06164563478743789
180_21_Miyz_Spin,6.7,4.6,0.03810145495409954
181_21_Miyz_Spin,6.5,2.3,0.11132176715439865
182_21_Miyz_Spin,6.3,4.3,0.05018886543094855
183_21_Miyz_Spin,6.2,3.9,0.0560554582898799
184_21_Miyz_Spin,6.1,3.1,0.07020111838294626
185_21_Miyz_Spin,6.6,1.8,0.12033740352842928
186_21_Miyz_Spin,6.9,3.6,0.05249385869148733
187_21_Miyz_Spin,6.4,6.7,0.015419112486488803
188_21_Miyz_Spin,5.8,4.1,0.029842358483166985
189_21_Miyz_Spin,6.0,4.8,0.028676035076574867
190_21_Miyz_Spin,4.9,5.8,0.0027703347655575303
191_21_Miyz_Spin,5.6,1.8,0.09463370591313784
192_21_Miyz_Spin,6.2,1.0,0.14276774643914317
193_21_Miyz_Spin,6.3,1.1,0.13884276367210197
194_21_Miyz_Spin,6.4,6.6,0.016107145486694435
195_21_Miyz_Spin,6.6,5.9,0.02022935573535298
196_21_Miyz_Spin,6.4,7.8,0.009573485064351373
197_21_Miyz_Spin,6.5,5.4,0.02820921585918197
198_21_Miyz_Spin,6.1,4.7,0.03453299144060364
199_21_Miyz_Spin,6.0,7.5,0.009979022739876173
200_21_Miyz_Spin,6.1,6.0,0.017077852137625124
201_21_Miyz_Spin,6.3,4.2,0.05263511801850307
202_21_Miyz_Spin,6.4,4.7,0.04213393361018157
203_21_Miyz_Spin,6.6,5.4,0.02634766883388953
204_21_Miyz_Spin,6.4,3.0,0.08920648174726005
205_21_Miyz_Spin,5.6,4.1,0.021504943829932645
206_21_Miyz_Spin,6.5,4.2,0.053978911293327096
207_21_Miyz_Spin,6.4,3.5,0.07391464682512329
208_21_Miyz_Spin,6.5,3.0,0.0895554647004533
209_21_Miyz_Spin,6.6,3.0,0.08699547201188494
210_21_Miyz_Spin,6.4,3.5,0.07391464682512329
211_21_Miyz_Spin,6.5,2.8,0.09585626266464957
212_21_Miyz_Edam,5.4,5.0,0.0094434513125284
213_21_Miyz_Edam,6.9,8.4,0.005999645554673222
214_21_Miyz_Edam,6.8,8.3,0.006660177651241089
215_21_Miyz_Edam,6.8,2.5,0.0884093197063317
216_21_Miyz_Edam,6.5,1.9,0.12227999747158887
217_21_Miyz_Edam,6.4,3.9,0.06244955828958491
218_21_Miyz_Edam,6.2,2.4,0.10104604447677133
219_21_Miyz_Edam,6.3,1.9,0.12279002024195768
220_21_Miyz_Edam,6.4,2.5,0.10529621053379615
221_21_Miyz_Edam,6.0,2.2,0.09768874674789699
222_21_Miyz_Edam,5.7,2.7,0.0529481280624971
223_21_Miyz_Edam,6.4,2.6,0.10205358512130071
224_21_Miyz_Edam,7.0,0.4,0.08196844435451557
225_21_Miyz_Edam,6.8,2.4,0.09096624317008997
226_21_Miyz_Edam,7.1,0.8,0.07905422087559842
227_21_Miyz_Edam,6.8,1.8,0.10473001902573617
228_21_Miyz_Edam,6.5,1.6,0.1285256893162216
229_21_Miyz_Edam,6.7,2.2,0.10429749203704465
230_21_Miyz_Edam,6.0,2.9,0.06856096958022735
231_21_Miyz_Edam,6.3,1.6,0.13141086090530008
232_21_Miyz_Edam,6.7,1.6,0.11704986493292666
233_21_Miyz_Edam,6.5,2.1,0.11706704827163876
234_21_Miyz_Spin,6.3,2.0,0.11954901108817427
236_21_Miyz_Spin,6.3,3.8,0.0629135294925954
237_21_Miyz_Spin,6.2,4.1,0.05133861768617534
238_21_Miyz_Spin,6.2,2.0,0.11651632498887776
239_21_Aomo_Appl,6.47,0.3,0.11232702470360768
240_21_Aomo_Appl,6.02,2.8,0.0735226341659867
241_21_Aomo_Appl,6.15,1.0,0.1450656332549154
242_21_Aomo_Appl,5.99,1.4,0.1391722504131988
243_21_Aomo_Appl,5.94,0.3,0.15110887521354036
244_21_Aomo_Appl,5.91,0.4,0.1574040211434689
245_21_Aomo_Appl,6.59,0.6,0.1188884711950319
246_21_Aomo_Appl,6.54,0.6,0.12132763521802968
247_21_Aomo_Appl,6.64,0.2,0.10018626311368106
248_21_Aomo_Appl,7.04,0.4,0.07804637274148832
249_21_Aomo_Appl,6.86,0.3,0.0909438430452249
250_21_Aomo_Appl,6.76,0.3,0.09804013904232563
251_21_Aomo_Appl,7.04,0.3,0.07518387626379826
252_21_Aomo_Appl,6.84,0.9,0.10706453532834768
253_21_Sait_Spin,7.55,0.0,0.022825586752282995
254_21_Sait_Spin,7.63,1.1,0.029393905528255302
255_21_Sait_Spin,6.73,1.4,0.1170083886845435
256_21_Sait_Spin,6.98,0.1,0.0735932332159805
257_21_Sait_Spin,7.13,0.4,0.06886341386432124
258_21_Sait_Spin,7.19,0.9,0.06996414990697235
259_21_Sait_Spin,6.62,2.8,0.09222476659530268
260_21_Naga_Appl,6.83,0.7,0.10498782948675929
261_21_Naga_Appl,6.89,0.6,0.0974839651926829
262_21_Naga_Appl,6.58,0.9,0.12630726782779866
263_21_Naga_Appl,6.3,0.6,0.13214838101851575
264_21_Naga_Appl,7.08,1.6,0.07906809277452759
265_21_Naga_Appl,7.32,0.6,0.05274035886900702
266_21_Naga_Appl,7.07,0.9,0.083210846141496
267_21_Naga_Appl,7.11,0.3,0.06830455601980794
268_21_Naga_Appl,7.01,0.4,0.08099983649942111
269_21_Naga_Appl,6.93,0.3,0.08522623010461096
270_21_Naga_Appl,6.9,0.7,0.0985943881640649
271_22_Naga_Rice,5.9,0.7,0.16225364521396732
272_22_Naga_Rice,6.0,0.4,0.14905203718450688
273_22_Naga_Rice,7.1,2.2,0.06718689590192667
274_22_Naga_Rice,6.6,0.2,0.10200425506871456
275_22_Naga_Rice,6.2,0.0,0.10996438237466409
276_22_Naga_Rice,6.6,0.1,0.09683067719997923
277_22_Naga_Rice,6.4,0.6,0.12742823711176196
278_22_Naga_Rice,6.2,0.7,0.1403840500287697
279_22_Naga_Rice,6.4,0.8,0.13256667649335502
280_22_Naga_Rice,6.4,0.5,0.1239490756884578
281_22_Naga_Rice,6.8,0.3,0.09535813917254717
282_22_Naga_Rice,6.6,0.9,0.12520341502441393
283_22_Miyz_Soyb,5.7,1.2,0.14574540241972822
284_22_Miyz_Soyb,5.8,0.6,0.16737690173882297
285_22_Miyz_Soyb,6.4,2.2,0.11486346631008411
286_22_Hokk_Soyb,5.4,4.0,0.015090587599431294
287_22_Hokk_Soyb,5.5,1.1,0.13120418151461544
288_22_Hokk_Soyb,6.2,0.5,0.13507206666982818
289_22_Hokk_Whea,5.6,0.5,0.16402685839728912
290_22_Hokk_Whea,5.3,1.5,0.07398931136713412
291_22_Hokk_Whea,5.5,1.6,0.09730292799283048
292_22_Hokk_Whea,6.2,0.9,0.1426970948876153
293_22_Hokk_Whea,5.6,1.5,0.11654490761494124
294_22_Hokk_Whea,5.4,1.2,0.1088728117141976
295_22_Hokk_Whea,5.8,1.1,0.154580050502038
296_22_Hokk_Whea,5.8,0.8,0.16521354152434514
297_22_Hokk_Whea,6.4,0.4,0.11989026943780964
298_22_Hokk_Whea,6.0,0.9,0.15440388823530096
299_22_Hokk_Whea,5.3,0.9,0.10530220135670322
300_22_Hokk_Whea,5.8,0.9,0.16257065349238073
301_22_Hokk_Whea,5.7,1.0,0.1567368884320406
302_22_Hokk_Whea,5.7,1.2,0.14574540241972822
303_22_Hokk_Whea,6.1,1.1,0.14609758533900116
304_22_Hokk_Whea,6.6,1.6,0.12396122798321843
305_22_Hokk_Whea,6.3,4.3,0.05018886543094855
306_22_Hokk_Whea,5.8,1.3,0.14371532756893707
307_22_Hokk_Whea,6.0,1.6,0.12937877743011303
308_22_Hokk_Whea,6.4,1.6,0.13082447004537145
309_22_Chib_Whea,5.5,0.1,0.14754638513098173
310_22_Chib_Whea,5.4,0.4,0.1377068717407869
311_22_Chib_Whea,5.7,0.2,0.16181229009247788
312_22_Chib_Whea,5.7,0.1,0.15734587254037244
313_22_Chib_Whea,5.7,0.3,0.1651724730874891
314_22_Chib_Whea,6.2,0.3,0.1268614076017585
315_22_Miyg_Rice,5.3,0.0,0.11237285867377823
316_22_Miyg_Rice,5.2,0.0,0.0920460770193071
317_22_Miyg_Rice,5.3,0.0,0.11237285867377823
318_22_Miyg_Rice,5.4,0.1,0.13353206005616014
319_22_Miyg_Rice,5.3,0.0,0.11237285867377823
320_22_Miyg_Rice,5.3,0.0,0.11237285867377823
321_22_Miyg_Rice,5.4,0.1,0.13353206005616014
322_22_Niig_Rice,5.7,0.2,0.16181229009247788
323_22_Niig_Rice,5.3,0.1,0.11502124026383351
324_22_Niig_Rice,5.7,0.2,0.16181229009247788
325_22_Niig_Rice,5.7,0.2,0.16181229009247788
326_22_Niig_Rice,5.7,0.0,0.15185116433019452
327_22_Niig_Pear,6.8,3.4,0.06431518602355979
328_22_Niig_Pear,6.9,1.0,0.10191684873499084
329_22_Niig_Pear,6.5,2.3,0.11132176715439865
330_22_Niig_Pear,6.4,1.6,0.13082447004537145
331_22_Niig_jpea,5.3,0.7,0.1124812318882876
332_22_Niig_jpea,5.4,0.8,0.12932717929634205
333_22_Yama_Rice,5.7,0.0,0.15185116433019452
334_22_Yama_Rice,5.7,0.0,0.15185116433019452
335_22_Yama_Rice,5.3,0.0,0.11237285867377823
336_22_Yama_Rice,5.5,0.0,0.1433765810192816
337_22_Yama_Rice,5.5,0.0,0.1433765810192816
338_22_Yama_Rice,5.4,0.0,0.13013493340664012
339_22_Yama_Rice,5.3,0.0,0.11237285867377823
340_22_Yama_Rice,5.5,0.0,0.1433765810192816
341_22_Yama_Rice,5.3,0.0,0.11237285867377823
342_22_Yama_Rice,5.5,0.0,0.1433765810192816
343_22_Yama_Rice,5.0,0.7,0.05040516841388578
344_22_Yama_Rice,5.1,0.0,0.07130629339539904
345_22_Yama_Rice,5.3,0.0,0.11237285867377823
346_22_Yama_Rice,5.1,0.0,0.07130629339539904
347_22_Yama_Rice,5.8,0.0,0.14735720130244123
348_22_Sait_Pear,5.9,1.7,0.12148166800144922
349_22_Sait_Pear,5.9,3.0,0.05763725668658758
350_22_Sait_Pear,6.4,2.0,0.1208746151683085
351_22_Sait_Pear,5.9,1.6,0.12762793737732087
352_22_Sait_Pear,6.0,1.6,0.12937877743011303
353_22_Sait_Pear,6.4,2.0,0.1208746151683085
354_22_Sait_Pear,7.3,1.7,0.05650804968068277
355_22_Sait_Pear,6.6,1.6,0.12396122798321843
356_22_Sait_Pear,6.4,2.0,0.1208746151683085
357_22_Sait_Pear,6.3,3.0,0.08596909997939017
358_22_Sait_Pear,6.2,0.7,0.1403840500287697
359_22_Sait_Pear,6.5,1.3,0.13193780494904717
361_22_Miee_Soyb,5.9,0.5,0.16064451233800603
362_22_Miee_Soyb,6.7,1.0,0.11980051272818355
363_22_Miee_Soyb,6.6,0.7,0.121191462690692
364_22_Miee_Soyb,6.6,0.7,0.121191462690692
365_22_Miee_Soyb,6.1,0.6,0.1455858833324437
366_22_Miee_Soyb,5.8,0.4,0.16506710196496627
367_22_Miee_Soyb,5.8,0.9,0.16257065349238073
368_22_Miee_Soyb,5.9,0.9,0.15976892280772495
369_22_Miee_Soyb,5.8,0.5,0.16679226228831076
370_22_Miee_Soyb,6.0,0.6,0.15403342358524885
371_22_Miee_Soyb,5.5,1.1,0.13120418151461544
372_22_Miee_Soyb,6.2,0.7,0.1403840500287697
373_22_Miee_Soyb,5.6,0.9,0.15423597132784628
374_22_Miee_Soyb,5.7,0.7,0.16691789065519455
